batch_id,temperature_c,pressure_bar,mixing_time_min,mixing_speed_rpm,humidity_pct,ph_level,particle_size_um,active_ingredient_pct,moisture_content_pct,granulation_time_min,drying_temp_c,coating_thickness_um,tablet_hardness_n,dissolution_rate_pct,operator_experience_yr,shift,equipment_age_yr,raw_material_grade,batch_failed
BATCH-01466,69.91,2.118,53.5,99,51.0,6.31,188.4,100.663,2.516,30.6,55.6,139.7,75.4,87.4,2.2,1,0.5,0,0
BATCH-01467,71.06,2.519,49.2,108,59.0,7.5,216.9,98.048,1.274,26.6,54.0,142.6,101.3,77.98,2.8,1,0.5,1,0
BATCH-01468,60.76,2.842,46.1,133,32.9,7.53,261.0,95.247,2.284,35.6,58.6,137.2,91.4,82.54,0.6,0,9.6,1,0
BATCH-01469,60.39,2.395,48.9,103,39.3,7.37,230.7,97.731,2.702,31.2,54.0,138.5,80.3,90.96,0.8,1,3.7,0,0
BATCH-01470,62.8,3.036,48.2,121,44.2,7.11,259.1,99.439,3.928,22.0,63.9,88.8,73.3,87.55,4.2,0,1.8,0,1
BATCH-01471,46.58,3.682,57.8,112,60.4,6.86,158.1,97.452,2.822,22.2,52.8,147.6,78.2,83.2,0.5,1,6.2,0,0
BATCH-01472,52.88,2.107,57.9,123,38.4,6.5,212.7,95.788,3.0,14.0,48.1,146.5,86.3,79.8,1.1,0,3.9,0,0
BATCH-01473,75.93,1.809,50.4,60,39.1,6.23,206.2,97.753,3.432,23.3,47.6,162.2,102.5,87.53,1.3,0,3.9,0,0
BATCH-01474,78.16,2.652,53.5,74,49.8,7.02,214.0,96.714,1.728,36.4,60.1,136.9,59.4,98.66,2.9,1,2.7,1,0
BATCH-01475,63.01,2.861,50.1,135,39.2,6.1,255.0,98.738,2.368,40.6,55.2,130.7,89.9,77.79,0.5,0,0.5,1,0
BATCH-01476,69.61,2.385,40.4,146,46.5,6.2,191.2,99.16,4.44,35.5,59.4,149.8,96.9,100.0,3.5,2,1.2,0,0
BATCH-01477,67.49,3.227,52.6,97,29.5,7.49,183.8,96.416,2.437,34.4,59.3,109.7,57.7,94.6,13.2,2,0.5,1,0
BATCH-01478,89.63,1.831,31.1,114,67.1,7.94,221.4,96.941,3.393,29.0,40.9,153.6,77.3,95.95,0.5,0,4.3,0,1
BATCH-01479,73.96,2.846,55.5,127,31.5,7.04,128.9,99.135,3.271,36.2,47.0,103.5,64.0,87.47,5.0,0,1.1,1,0
BATCH-01480,63.98,2.197,33.1,137,41.8,7.46,190.5,96.712,1.318,32.3,47.9,178.0,86.5,94.37,9.0,1,2.4,0,0
BATCH-01481,57.36,3.36,47.9,69,44.7,6.65,194.6,96.377,2.748,44.4,49.3,167.1,74.6,76.93,1.9,2,1.7,0,0
BATCH-01482,52.15,3.496,36.5,98,64.1,6.0,163.2,96.232,2.617,29.2,52.1,126.8,78.0,79.66,0.7,0,0.6,1,0
BATCH-01483,66.63,2.117,50.5,112,31.8,7.17,242.3,98.528,2.764,40.7,62.0,166.5,73.8,91.13,0.5,2,12.7,0,1
BATCH-01484,58.95,2.225,44.7,138,64.8,7.14,157.5,98.464,1.897,37.0,63.4,152.8,90.8,87.37,5.2,2,10.8,0,0
BATCH-01485,53.62,2.93,29.1,182,52.6,6.84,194.6,96.974,1.606,35.9,52.9,124.8,83.4,83.81,4.0,0,0.5,0,0
BATCH-01486,59.83,2.306,49.2,114,49.2,6.65,211.7,98.008,2.119,13.9,53.2,99.4,83.5,64.98,1.3,1,7.0,0,0
BATCH-01487,56.35,2.477,39.2,85,35.2,7.38,254.1,100.291,2.422,37.4,50.1,157.9,82.4,81.52,8.9,0,2.7,1,0
BATCH-01488,78.5,2.513,53.8,130,50.7,6.21,199.6,96.539,3.448,29.0,55.6,130.1,88.6,75.61,6.6,1,5.9,1,0
BATCH-01489,72.05,1.54,45.0,153,37.8,6.34,237.4,95.072,3.954,26.4,56.4,177.4,76.1,88.95,1.6,0,0.7,0,0
BATCH-01490,64.94,2.493,49.0,123,57.7,6.2,228.0,98.683,3.617,18.1,60.6,150.4,105.5,83.47,7.0,0,0.6,0,0
BATCH-01491,76.84,2.155,35.4,97,35.3,6.85,204.9,97.834,3.188,30.0,60.6,132.5,61.5,79.97,1.4,1,8.9,0,0
BATCH-01492,65.62,2.253,39.1,144,43.9,6.15,156.4,96.935,1.697,30.3,38.9,194.9,54.1,100.0,5.6,0,9.1,1,0
BATCH-01493,58.11,3.222,40.4,137,39.4,6.39,142.6,98.978,2.173,19.6,53.9,164.4,52.9,93.31,0.6,1,2.5,0,0
BATCH-01494,77.18,1.872,53.6,94,35.1,6.38,204.3,99.259,2.668,18.2,64.7,80.0,48.8,93.45,5.9,2,8.2,1,0
BATCH-01495,69.31,2.907,61.8,130,52.4,6.64,178.3,94.688,1.994,33.9,51.9,137.8,90.1,100.0,1.4,0,4.4,1,0
BATCH-01496,56.7,2.361,36.9,145,50.4,5.91,236.8,97.021,2.962,37.0,63.0,115.4,88.3,91.42,4.2,0,0.8,0,0
BATCH-01497,63.48,2.36,55.8,150,57.1,6.85,229.8,101.476,3.076,31.5,52.9,130.0,98.1,78.83,0.9,1,1.6,0,1
BATCH-01498,58.0,2.895,23.3,118,27.2,7.55,192.6,98.875,2.929,39.2,56.2,146.4,64.2,77.9,6.5,0,0.6,1,0
BATCH-01499,53.94,2.67,33.1,111,55.6,6.88,153.7,99.014,3.32,29.3,47.0,158.9,91.2,92.72,0.5,2,5.9,0,1
BATCH-01500,72.41,2.785,35.4,151,70.1,7.72,220.4,99.759,1.776,29.6,47.3,156.5,80.9,68.53,0.9,0,15.0,0,1
BATCH-01501,80.28,2.984,31.5,90,40.5,7.6,159.3,98.026,3.246,22.7,60.1,176.9,82.5,84.38,1.0,1,3.2,1,0
BATCH-01502,53.81,2.334,29.2,131,64.0,7.27,169.7,99.195,1.943,17.5,61.2,165.9,89.4,67.63,0.5,0,4.3,1,0
BATCH-01503,69.5,2.194,49.1,86,42.4,6.84,160.8,99.077,1.747,44.8,55.2,164.4,68.7,85.79,6.8,0,5.5,0,0
BATCH-01504,59.79,1.957,42.9,147,31.3,6.81,194.5,98.809,2.926,39.1,46.4,155.0,118.8,91.83,19.8,0,1.0,0,0
BATCH-01505,61.1,2.087,48.8,114,41.9,7.26,246.8,97.517,3.473,18.9,55.3,182.2,100.0,87.24,7.5,0,1.6,0,0
BATCH-01506,60.26,3.975,51.9,152,55.5,6.56,199.8,98.258,2.89,31.2,63.8,142.1,72.0,92.5,9.9,0,2.1,1,0
BATCH-01507,58.09,3.122,47.7,132,36.6,5.67,182.3,97.117,2.517,29.2,67.2,142.7,63.6,100.0,0.5,1,3.6,1,0
BATCH-01508,65.39,1.824,51.6,89,39.0,7.1,139.0,98.019,2.748,27.8,52.8,102.4,78.7,83.85,0.6,0,7.6,1,0
BATCH-01509,58.35,1.839,44.3,156,50.9,6.12,222.1,96.247,2.609,26.7,43.4,176.4,82.7,100.0,4.1,0,1.2,1,0
BATCH-01510,67.16,2.741,33.1,159,45.0,6.22,168.8,96.814,1.599,33.1,60.9,148.1,96.0,86.7,19.1,0,2.5,0,0
BATCH-01511,64.6,2.774,55.6,142,50.8,6.8,204.7,97.577,1.506,36.5,53.1,223.3,62.5,92.59,5.4,1,5.6,0,0
BATCH-01512,63.09,2.774,39.1,101,47.4,6.74,185.8,96.584,2.437,33.2,61.6,139.9,84.3,80.11,2.3,1,0.5,0,0
BATCH-01513,57.74,2.373,35.6,112,49.8,5.95,233.5,97.242,2.564,29.0,57.0,152.2,57.1,97.95,0.8,0,2.9,1,0
BATCH-01514,60.39,2.437,43.2,124,40.7,6.9,193.7,97.754,2.509,28.7,48.8,163.7,86.5,93.33,0.8,2,0.6,0,0
BATCH-01515,71.04,2.664,35.9,102,47.3,7.38,197.6,98.603,3.041,37.5,55.4,122.5,78.4,96.77,2.3,2,3.1,1,0
BATCH-01516,69.01,2.543,40.8,162,35.7,6.12,219.4,99.424,2.328,33.7,64.2,159.0,109.1,85.44,6.3,0,5.8,1,0
BATCH-01517,57.18,1.39,48.4,124,57.9,7.56,284.3,97.304,2.95,30.6,54.0,150.9,56.8,74.96,0.5,1,1.1,1,0
BATCH-01518,65.79,2.385,48.5,52,38.7,5.86,235.5,100.003,2.384,29.7,47.8,142.4,100.6,88.68,9.6,0,7.6,1,0
BATCH-01519,71.01,2.074,36.0,128,56.3,8.07,196.5,99.408,3.959,32.8,43.9,179.3,54.4,71.42,14.2,2,1.6,0,1
BATCH-01520,51.64,2.588,40.1,111,42.7,6.55,200.1,98.756,2.565,26.3,49.6,127.4,60.1,82.31,11.0,1,0.8,0,1
BATCH-01521,69.35,3.993,55.7,118,47.0,6.89,179.0,98.23,4.373,36.6,52.1,156.9,54.8,86.53,12.2,2,2.5,0,0
BATCH-01522,59.7,2.684,50.0,111,40.1,5.66,162.0,98.479,2.782,21.4,60.7,186.4,83.8,100.0,0.5,0,8.4,0,0
BATCH-01523,69.56,2.343,65.8,140,34.8,6.76,177.9,99.781,2.329,26.7,47.2,132.3,62.4,87.55,19.0,0,0.5,0,0
BATCH-01524,58.89,2.961,56.8,148,27.6,6.94,169.1,99.835,1.78,34.9,65.9,142.6,59.8,86.12,2.3,1,1.6,0,0
BATCH-01525,50.56,2.741,56.4,127,34.4,6.75,226.1,100.002,1.346,20.9,45.6,208.6,83.0,84.5,10.2,1,4.2,1,1
BATCH-01526,51.98,2.71,31.1,112,41.8,6.46,157.2,98.062,1.707,17.4,71.3,161.9,86.8,74.26,1.0,1,1.8,0,1
BATCH-01527,65.38,2.803,52.6,119,47.1,6.23,253.3,98.832,1.796,30.5,67.1,137.3,80.6,85.69,3.0,2,0.5,1,0
BATCH-01528,67.08,3.528,44.5,120,55.1,7.48,230.1,100.015,2.816,16.4,56.0,170.1,77.6,85.82,0.5,1,1.6,0,0
BATCH-01529,57.77,1.935,39.5,100,40.5,6.82,200.8,97.064,2.079,19.6,43.5,135.8,107.4,77.25,0.5,1,6.9,1,0
BATCH-01530,70.11,2.737,46.7,134,36.2,7.72,200.0,97.522,2.65,36.1,54.6,110.9,82.2,75.51,14.3,0,13.8,0,0
BATCH-01531,51.71,2.037,54.5,132,30.6,6.48,177.7,98.024,3.526,28.4,52.3,184.3,92.1,81.15,8.3,0,0.5,0,0
BATCH-01532,64.47,2.778,50.0,159,49.8,6.54,210.8,99.349,2.43,40.3,46.1,122.4,82.1,85.52,3.8,0,3.4,0,0
BATCH-01533,55.31,2.041,36.2,151,58.8,7.29,243.5,99.373,4.163,20.4,57.0,211.3,63.5,81.34,3.7,1,0.5,1,0
BATCH-01534,59.79,2.291,52.4,103,57.7,5.83,171.9,97.654,1.559,29.2,49.2,137.8,88.2,76.59,6.9,0,4.6,0,1
BATCH-01535,65.38,2.352,38.6,141,52.1,6.07,138.7,95.737,2.38,33.2,50.0,203.3,70.2,87.31,2.1,0,0.5,1,1
BATCH-01536,58.12,2.988,47.2,96,51.4,7.46,228.1,98.369,2.069,20.6,53.6,115.8,78.6,89.31,7.2,0,0.5,1,0
BATCH-01537,61.92,2.959,42.0,137,62.0,6.1,213.0,96.623,3.249,38.3,51.0,175.6,84.6,85.97,3.3,2,6.0,0,0
BATCH-01538,73.05,1.877,42.8,107,48.3,5.71,155.2,95.765,0.708,34.1,69.5,162.5,50.9,80.5,5.1,0,0.5,0,0
BATCH-01539,60.38,2.527,52.7,94,51.5,7.92,170.7,96.104,1.346,17.1,51.2,170.9,55.9,89.76,16.7,0,1.5,1,0
BATCH-01540,71.69,2.145,34.6,127,41.8,5.96,165.6,98.49,2.414,29.7,58.1,174.2,93.6,83.48,3.2,0,12.7,0,0
BATCH-01541,55.96,1.871,64.5,53,31.4,6.91,171.0,100.042,3.741,33.1,56.0,137.6,70.0,75.49,2.7,0,15.0,1,0
BATCH-01542,69.24,2.391,26.8,76,38.2,6.84,187.1,98.058,2.681,25.3,57.5,117.3,70.8,93.29,11.8,0,0.7,0,0
BATCH-01543,76.53,2.346,39.0,116,44.9,5.11,189.3,98.317,1.419,18.2,58.0,148.7,82.5,87.83,11.6,0,3.3,1,0
BATCH-01544,45.23,3.713,48.7,122,45.6,6.64,174.0,99.774,1.542,32.2,61.2,155.6,74.2,84.05,20.0,0,3.3,1,0
BATCH-01545,58.62,2.716,50.8,111,64.3,7.07,169.7,95.683,3.838,47.7,56.9,138.2,86.3,72.43,4.0,2,2.4,1,0
BATCH-01546,69.62,1.811,44.0,81,45.8,7.01,190.8,98.78,2.003,26.9,56.6,156.9,79.2,79.04,2.1,1,10.3,0,1
BATCH-01547,63.38,2.218,44.4,100,56.8,7.34,206.7,97.983,1.746,42.6,55.4,158.2,83.0,100.0,1.4,0,5.6,1,0
BATCH-01548,67.97,3.011,49.1,130,40.6,6.57,187.3,98.849,3.682,24.0,54.0,127.2,69.5,72.93,0.5,1,5.8,1,0
BATCH-01549,60.17,3.544,42.7,135,41.9,7.23,246.3,97.275,3.309,31.7,48.6,159.9,82.9,82.99,6.5,1,1.3,0,0
BATCH-01550,65.69,1.707,58.9,120,31.7,6.39,220.3,96.773,3.519,36.2,54.6,143.3,96.6,84.87,1.3,1,2.3,1,0
BATCH-01551,63.75,1.56,53.4,149,37.6,5.95,136.4,98.211,1.74,29.9,56.7,132.5,71.5,87.56,4.7,0,2.7,0,0
BATCH-01552,74.34,3.435,53.7,130,50.3,6.02,220.9,100.474,1.28,27.6,57.8,169.7,93.7,73.02,12.4,0,1.4,1,0
BATCH-01553,67.04,2.695,35.3,101,45.1,5.92,224.2,99.291,2.607,35.8,56.3,130.6,79.2,86.39,15.0,1,0.5,1,0
BATCH-01554,67.7,2.066,44.2,113,54.4,7.41,182.6,97.238,2.768,45.1,53.4,138.6,91.0,71.51,0.5,0,0.5,0,0
BATCH-01555,61.7,2.767,42.0,85,46.8,5.89,140.2,95.989,2.792,32.4,54.6,151.8,81.9,85.78,1.9,0,0.8,0,0
BATCH-01556,61.1,1.182,34.9,117,41.5,6.96,200.3,95.477,3.683,25.9,51.1,184.4,79.5,79.78,9.1,0,0.9,1,0
BATCH-01557,61.54,2.502,48.6,148,66.5,6.64,199.7,99.974,1.113,28.5,57.2,154.8,85.2,78.07,3.8,1,1.1,0,1
BATCH-01558,68.16,2.664,39.6,137,44.1,6.74,155.1,96.567,3.188,50.2,53.5,163.2,98.2,91.68,8.2,0,1.2,1,0
BATCH-01559,61.63,2.962,51.6,155,56.6,7.62,142.0,97.512,1.623,31.1,56.3,142.6,83.5,83.12,9.6,0,2.4,1,0
BATCH-01560,67.32,1.993,34.3,112,41.0,6.54,196.5,99.982,3.185,25.2,62.0,148.0,87.2,88.79,2.9,2,2.8,0,0
BATCH-01561,81.6,2.543,62.2,154,52.1,7.17,190.7,95.579,2.12,20.8,50.0,148.8,74.5,89.05,2.2,2,1.5,0,1
BATCH-01562,71.97,2.037,36.0,115,54.3,6.82,183.3,100.238,1.849,15.4,59.2,157.3,103.6,95.16,3.0,0,9.5,0,1
BATCH-01563,62.39,2.628,47.2,157,47.1,6.71,196.7,97.62,2.012,32.9,55.2,142.6,89.6,75.33,5.3,0,3.2,1,0
BATCH-01564,74.61,2.052,52.9,119,21.5,8.18,155.9,96.277,1.344,35.2,69.1,183.5,81.2,92.35,2.3,1,6.2,0,0
BATCH-01565,61.74,2.296,39.3,138,45.2,5.94,182.6,97.629,2.532,26.8,53.5,140.7,78.2,85.13,7.5,0,10.3,0,0
BATCH-01566,48.7,2.002,53.5,157,57.3,7.57,221.3,96.916,1.882,29.9,59.9,107.3,94.7,81.98,11.7,1,0.7,1,0
BATCH-01567,56.94,2.826,32.7,115,50.3,7.19,186.0,98.661,3.129,20.6,55.1,218.6,70.9,75.81,1.7,1,2.2,0,0
BATCH-01568,50.03,2.929,59.5,125,49.5,6.51,133.1,97.028,3.012,31.1,45.3,141.8,53.3,89.85,16.8,0,2.3,0,0
BATCH-01569,62.19,2.383,45.1,152,27.8,7.78,181.1,95.133,3.851,33.9,51.4,182.8,81.1,77.62,4.9,0,1.8,0,0
BATCH-01570,65.15,2.519,39.0,117,37.8,5.69,157.2,97.669,2.793,25.7,61.2,185.1,97.9,89.14,10.5,0,0.5,0,0
BATCH-01571,78.41,1.776,42.0,87,49.1,6.49,210.7,95.965,2.917,43.5,52.0,173.6,103.9,100.0,0.5,1,6.8,0,0
BATCH-01572,67.62,2.35,53.1,174,49.1,6.07,212.8,98.306,3.62,23.3,39.5,145.0,78.4,92.84,1.4,0,0.5,0,1
BATCH-01573,63.25,2.475,39.2,108,57.1,7.05,133.6,96.219,1.998,32.3,54.8,157.2,80.7,96.13,1.9,0,15.0,0,0
BATCH-01574,71.64,3.81,37.5,124,43.6,6.13,230.4,97.268,1.309,36.8,47.4,118.1,87.8,79.25,1.8,0,5.9,0,0
BATCH-01575,47.31,1.944,42.8,149,49.1,7.06,155.5,98.274,2.66,29.4,55.9,199.8,76.0,91.1,0.9,0,3.5,1,0
BATCH-01576,66.88,3.232,33.2,105,45.2,6.69,262.4,97.681,1.362,28.5,65.9,128.7,87.7,75.85,10.1,1,0.7,1,0
BATCH-01577,71.17,2.998,63.2,95,35.1,6.51,198.0,98.376,4.463,18.6,60.4,143.7,78.7,83.13,2.7,0,2.9,0,0
BATCH-01578,53.17,2.64,39.3,126,22.4,7.03,150.1,99.02,3.664,40.9,65.8,152.5,95.2,98.93,16.5,1,1.2,0,0
BATCH-01579,74.15,3.379,53.3,75,49.3,6.64,154.3,96.263,4.231,28.6,51.1,147.3,90.8,80.14,4.4,0,1.2,0,0
BATCH-01580,67.71,2.686,47.1,113,46.7,6.15,213.9,97.903,2.55,34.3,54.0,133.6,92.2,93.89,0.7,0,7.1,0,0
BATCH-01581,61.68,2.695,35.2,126,38.8,8.48,184.3,93.006,2.94,35.4,47.7,184.9,76.9,93.13,3.9,2,1.9,0,1
BATCH-01582,70.06,2.473,44.9,113,28.8,6.51,196.1,98.371,2.132,25.0,50.2,173.8,108.9,93.6,20.0,1,2.4,1,0
BATCH-01583,83.17,3.112,52.8,81,51.3,5.47,264.5,97.549,3.206,28.4,48.5,158.1,87.3,74.86,4.2,1,7.4,0,0
BATCH-01584,66.45,3.048,43.1,160,42.3,6.29,172.0,96.525,1.528,40.7,45.9,140.0,83.7,89.2,0.5,0,0.5,0,0
BATCH-01585,66.99,2.187,56.9,123,50.6,6.04,202.4,98.474,0.5,21.1,64.6,176.6,68.6,83.75,13.5,0,3.6,1,0
BATCH-01586,61.33,1.84,55.2,156,63.6,7.3,256.8,99.759,1.867,47.0,40.4,138.4,78.5,93.71,1.3,1,3.5,1,0
BATCH-01587,58.2,2.399,54.2,113,23.6,6.99,210.8,97.286,1.336,24.0,64.6,189.3,81.7,71.76,5.8,2,2.2,1,0
BATCH-01588,71.64,2.1,40.4,98,38.0,7.04,135.7,96.583,3.682,20.6,63.7,152.8,68.2,87.94,3.6,2,7.1,0,0
BATCH-01589,58.15,2.468,34.2,127,42.9,6.58,220.2,98.248,3.953,31.1,58.5,180.7,75.6,86.81,2.0,2,11.5,0,1
BATCH-01590,65.57,3.119,38.9,115,59.5,6.63,153.5,95.997,1.378,47.7,47.2,147.2,77.5,69.08,1.7,0,2.5,0,1
BATCH-01591,61.18,2.271,47.0,91,28.6,6.58,256.3,97.009,3.533,14.7,43.9,151.8,80.8,77.92,13.2,2,2.4,0,0
BATCH-01592,68.83,2.479,50.5,157,64.4,6.75,167.1,99.834,3.261,28.9,51.2,180.6,53.6,70.36,12.1,2,2.8,0,0
BATCH-01593,67.67,2.529,23.3,104,46.4,7.3,318.8,98.093,1.244,33.8,59.4,204.8,78.0,79.19,3.6,0,5.1,1,0
BATCH-01594,73.3,2.924,44.9,74,44.0,7.0,258.7,95.181,2.188,30.3,55.0,189.0,74.3,89.39,1.5,0,4.4,1,0
BATCH-01595,60.92,1.377,46.6,153,43.0,7.1,168.1,95.305,2.036,33.1,47.7,171.9,79.7,86.56,0.5,1,1.0,0,0
BATCH-01596,62.84,2.197,42.2,107,40.6,7.1,200.8,98.243,3.098,24.3,63.0,164.7,95.5,86.36,0.9,0,0.5,0,0
BATCH-01597,57.17,2.606,57.9,105,55.5,7.33,230.1,99.294,1.517,25.2,66.8,137.3,110.8,76.68,3.7,1,11.9,1,0
BATCH-01598,61.45,3.1,49.2,76,34.3,6.97,231.3,95.574,2.421,28.8,53.4,157.4,90.2,93.96,1.8,2,1.2,0,0
BATCH-01599,68.02,2.254,58.1,164,48.5,7.02,217.7,98.675,1.951,21.0,55.8,127.2,61.5,84.85,0.5,2,4.1,1,0
BATCH-01600,71.06,1.562,42.8,88,41.2,7.51,250.1,99.996,2.879,29.6,44.4,159.4,74.8,85.27,3.0,2,7.1,1,0
BATCH-01601,57.62,2.81,54.4,121,37.4,6.4,195.1,100.832,2.327,26.9,52.1,161.0,88.9,92.52,6.9,0,1.4,1,0
BATCH-01602,71.96,2.182,61.4,143,70.9,6.29,185.3,98.497,2.072,26.2,58.6,101.0,87.2,77.07,11.1,0,4.0,1,0
BATCH-01603,75.85,1.905,58.1,131,49.2,6.09,186.1,98.76,2.329,32.6,57.5,151.0,94.8,86.83,4.4,1,0.5,0,0
BATCH-01604,68.31,2.188,34.1,119,51.1,6.91,234.3,94.8,4.129,15.4,51.4,160.4,78.5,88.39,6.4,0,14.0,1,0
BATCH-01605,80.01,2.408,42.5,77,56.4,5.69,214.6,101.15,2.166,28.2,53.1,147.9,74.5,80.64,2.3,0,0.5,0,0
BATCH-01606,58.81,2.198,41.5,100,30.8,7.08,211.7,97.137,1.667,48.5,51.9,159.0,106.3,90.22,3.4,1,2.3,0,0
BATCH-01607,55.04,1.397,49.9,125,62.5,6.73,231.8,96.6,2.967,21.3,53.1,116.5,80.9,88.82,6.5,0,3.1,0,0
BATCH-01608,50.77,2.949,51.9,100,20.0,7.48,118.0,97.617,2.385,40.3,58.0,130.6,64.7,84.19,6.5,0,6.3,0,0
BATCH-01609,76.97,3.137,36.6,125,37.3,6.4,212.4,100.268,1.368,30.4,41.2,175.9,102.1,83.94,2.8,0,0.5,0,0
BATCH-01610,70.23,2.826,45.7,137,40.4,6.68,208.7,101.312,4.285,25.2,54.5,150.0,57.6,89.19,3.9,2,2.3,0,0
BATCH-01611,64.56,1.931,24.8,144,50.8,7.47,266.8,98.188,2.218,19.4,57.4,158.5,40.0,91.31,12.9,0,1.4,0,1
BATCH-01612,67.24,2.399,59.4,89,47.2,7.63,138.9,99.497,2.198,31.1,51.0,136.3,91.5,85.5,5.0,0,1.5,1,1
BATCH-01613,56.0,2.497,39.9,175,43.3,6.39,262.3,98.065,2.628,41.6,51.6,150.5,93.7,93.96,5.1,2,6.0,0,0
BATCH-01614,84.57,2.799,45.6,139,44.9,6.91,203.0,96.443,3.884,26.9,51.8,92.4,86.2,90.27,7.7,0,0.5,0,1
BATCH-01615,66.03,2.834,41.9,120,35.2,6.98,219.6,100.215,1.156,29.4,51.6,171.2,60.5,70.69,0.6,0,5.5,0,0
BATCH-01616,65.88,2.133,56.5,147,30.0,7.02,267.0,97.067,2.721,38.1,55.0,195.2,79.1,73.76,3.7,1,6.7,0,0
BATCH-01617,70.81,2.541,16.6,179,52.3,6.64,222.4,100.303,4.17,32.7,55.9,123.4,75.8,94.46,16.0,0,9.3,1,0
BATCH-01618,68.85,2.729,44.8,84,51.9,7.57,216.0,99.948,2.603,17.4,40.3,126.5,71.9,83.03,2.2,0,3.9,1,0
BATCH-01619,66.79,3.228,43.9,114,60.8,5.67,209.7,98.921,1.512,30.8,59.6,161.0,101.2,86.31,1.7,2,1.6,0,0
BATCH-01620,58.68,2.852,40.5,61,37.1,6.55,180.7,100.743,2.005,42.1,53.0,186.8,64.3,94.11,4.6,0,2.2,0,0
BATCH-01621,68.77,2.895,62.3,125,51.9,7.07,198.9,101.349,2.666,29.7,68.5,149.9,84.7,84.95,1.2,1,14.0,1,0
BATCH-01622,80.06,2.542,36.1,129,42.2,7.07,171.4,97.737,3.565,10.0,46.7,119.3,97.9,85.3,4.1,1,8.5,0,0
BATCH-01623,75.76,3.205,52.7,119,56.9,7.61,198.2,96.787,2.229,33.1,48.9,144.8,85.7,78.05,0.8,0,2.5,0,1
BATCH-01624,77.75,2.705,48.6,104,55.2,7.52,106.6,95.204,3.161,28.4,53.6,124.3,98.6,87.96,4.3,1,11.5,1,0
BATCH-01625,60.91,2.069,57.6,69,47.1,6.63,217.2,101.367,1.352,15.4,57.9,133.3,88.5,89.69,4.6,0,6.9,1,1
BATCH-01626,57.08,3.202,38.3,129,41.6,7.58,195.1,97.34,1.345,16.6,41.3,142.4,86.4,80.38,2.7,0,9.3,0,0
BATCH-01627,63.99,2.849,37.7,156,54.6,6.37,186.6,99.703,2.114,37.8,49.2,126.8,85.5,77.62,2.4,1,4.6,0,0
BATCH-01628,65.45,2.278,56.0,105,51.5,7.36,208.8,96.888,3.65,24.1,59.1,130.6,89.2,100.0,1.4,0,7.8,1,0
BATCH-01629,73.75,2.26,49.3,131,38.2,7.89,142.7,100.307,2.555,22.7,48.4,151.9,74.2,84.26,2.0,1,8.9,0,0
BATCH-01630,51.46,2.648,29.6,81,31.7,7.53,277.2,96.95,2.732,29.7,64.6,155.4,60.5,79.53,3.4,0,0.5,1,0
BATCH-01631,77.24,2.732,39.6,131,42.1,6.86,195.9,96.212,2.722,24.8,51.8,114.4,94.3,90.65,1.4,0,13.4,0,0
BATCH-01632,63.74,2.599,48.9,110,60.2,6.6,194.2,97.687,3.387,30.8,48.7,159.9,97.4,84.59,7.6,1,1.6,0,0
BATCH-01633,61.58,2.656,53.4,101,56.5,5.88,161.4,97.202,2.012,28.4,59.3,140.5,83.8,76.31,6.2,0,2.3,0,0
BATCH-01634,56.9,3.35,38.2,101,33.9,6.99,201.0,98.894,3.051,20.4,66.3,168.0,71.8,88.86,1.6,2,6.3,1,0
BATCH-01635,51.76,3.036,15.9,110,33.3,6.13,255.5,97.923,1.835,25.9,57.9,169.5,56.6,78.18,0.5,1,4.4,1,0
BATCH-01636,71.59,2.595,50.2,130,57.7,6.32,241.4,98.942,4.087,33.5,63.8,136.4,81.3,97.61,0.5,2,8.9,1,0
BATCH-01637,65.59,2.971,32.8,87,33.6,6.09,234.2,97.563,1.86,30.3,66.7,165.4,59.8,88.96,4.5,0,2.0,0,1
BATCH-01638,54.68,1.984,24.8,110,50.1,6.52,221.9,97.002,1.794,29.3,48.5,129.1,57.7,82.78,1.2,2,1.9,1,0
BATCH-01639,54.64,2.699,16.7,119,38.8,6.78,185.7,97.125,2.94,45.5,61.6,183.1,79.7,85.87,0.5,1,0.5,1,1
BATCH-01640,62.31,3.405,53.1,93,61.2,6.96,142.0,101.067,2.564,35.8,44.3,130.0,68.5,92.23,2.2,1,2.5,0,0
BATCH-01641,78.35,2.391,46.3,165,37.3,6.44,192.0,98.338,2.761,36.8,58.0,158.8,85.2,86.49,16.4,2,5.2,1,0
BATCH-01642,62.92,2.076,42.7,99,56.4,7.44,190.6,95.024,2.682,28.7,54.5,145.3,77.6,100.0,5.9,1,1.4,1,0
BATCH-01643,52.97,2.174,58.9,103,46.8,6.68,242.0,97.22,1.628,31.8,63.7,124.6,70.9,94.09,9.8,2,2.5,1,0
BATCH-01644,63.03,1.955,51.4,96,47.5,6.33,212.4,98.145,3.791,26.6,63.2,172.5,54.4,88.9,0.8,1,1.0,1,1
BATCH-01645,62.82,2.108,61.2,165,25.3,6.94,264.5,100.768,3.215,36.2,59.0,134.6,67.2,77.5,0.5,1,5.9,1,0
BATCH-01646,43.42,2.315,31.1,134,23.0,7.98,247.9,99.543,3.587,29.1,57.1,107.5,67.8,83.82,0.5,0,0.5,1,0
BATCH-01647,64.57,1.797,44.7,97,42.8,7.0,181.7,96.617,2.077,31.8,58.6,80.0,61.6,88.83,15.6,0,4.9,0,0
